备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025000268,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20247007,中文名称：/;英文名称：Baxalta US Inc,"300 Shire Way, Lexington, MA 02421 US",中文名称：/;英文名称：Baxalta US Inc.,"300 Shire Way, Lexington, MA 02421 US",武田（中国）国际贸易有限公司,中国（上海）自由贸易试验区美盛路56号2层220室,"根据《中国药典》三部（2020年版）人血白蛋白“3.3.3.3纯度”，将本品注册标准“纯度”项更新为“按《中国药典》三部（2020年版）通则0541第二法《醋酸纤维素薄膜电泳法》或第三法《琼脂糖凝胶电泳法》进行，白蛋白含量应不低于蛋白质总量的96%”，其它内容不变。涉及规格为：10g/袋(20%, 50ml)、12.5g/袋（25%，50ml)、25g/袋（25%，100ml)。",2025-02-26,国家药品监督管理局药品审评中心,已备案
国备2025000728,中文：托珠单抗注射液（皮下注射）;英文/拉丁文：Tocilizumab Injection （Subcutaneous Injection）,国药准字SJ20220013,中文名称：/;英文名称：Roche Registration GmbH,"Emil-Barell-Strasse 1, 79639 Grenzach-Wyhlen, Germany",中文名称：/;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Schützenstrasse 87 and 99-101, 88212 Ravensburg, Germany",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,修订标签：删除药品内标签中“生产日期”项,2025-04-10,国家药品监督管理局药品审评中心,已备案
国备2025000432,中文：鱼油（3%）橄榄油中/长链脂肪乳/氨基酸（16）/葡萄糖（13%）注射液;英文/拉丁文：Fish Oil (3%) Olive Oil Medium and Long Chain Fat Emulsion/Amino Acids (16)/ Glucose (13%) Injection,国药准字HJ20240150,中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,境外生产药品在中国境内进行分包装（规格：1206ml）。对已在境外完成生产和内包装的药品进行放置说明书、贴签等加工程序，包装规格：4袋/箱。分包装企业：费森尤斯卡比华瑞制药有限公司（地址：江苏省无锡市滨湖区马山北闸路16号)。,2025-03-12,国家药品监督管理局药品审评中心,已备案
国备2025000433,中文：鱼油（3%）橄榄油中/长链脂肪乳/氨基酸（16）/葡萄糖（13%）注射液;英文/拉丁文：Fish Oil (3%) Olive Oil Medium and Long Chain Fat Emulsion/Amino Acids (16)/ Glucose (13%) Injection,国药准字HJ20240151,中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,境外生产药品在中国境内进行分包装（规格：1448ml）。对已在境外完成生产和内包装的药品进行放置说明书、贴签等加工程序，包装规格：4袋/箱。分包装企业：费森尤斯卡比华瑞制药有限公司（地址：江苏省无锡市滨湖区马山北闸路16号)。,2025-03-12,国家药品监督管理局药品审评中心,已备案
国备2025000434,中文：鱼油（3%）橄榄油中/长链脂肪乳/氨基酸（16）/葡萄糖（13%）注射液;英文/拉丁文：Fish Oil (3%) Olive Oil Medium and Long Chain Fat Emulsion/Amino Acids (16)/ Glucose (13%) Injection,国药准字HJ20240152,中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",中文名称：无;英文名称：Fresenius Kabi AB,"751 74 Uppsala, Sweden",费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,境外生产药品在中国境内进行分包装（规格：1904ml）。对已在境外完成生产和内包装的药品进行放置说明书、贴签等加工程序，包装规格：4袋/箱。分包装企业：费森尤斯卡比华瑞制药有限公司（地址：江苏省无锡市滨湖区马山北闸路16号)。,2025-03-12,国家药品监督管理局药品审评中心,已备案
国备2025001296,中文：苹果酸舒尼替尼胶囊;英文/拉丁文：Sunitinib Malate Capsules,国药准字HJ20240157,中文名称：————;英文名称：Dr. Reddy's Laboratories Limited,"Formulation Unit -VII, Plot Nos. P1 to P9, Phase-III, VSEZ, Duvvada, Visakhapatnam District 530046, Andhra Pradesh, India.",中文名称：————;英文名称：Dr. Reddy's Laboratories Limited,"Formulation Unit -VII, Plot Nos. P1 to P9, Phase-III, VSEZ, Duvvada, Visakhapatnam District 530046, Andhra Pradesh, India.",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,"1. 苹果酸舒尼替尼胶囊（12.5mg）商业批次生产线由FTO-7， Block-A变更为生产线FTO-7， Block-C，生产地址保持不变。由于生产线变更，部分生产设备及生产参数进行相应变更。
2. 明胶空心胶囊组成成份与颜色均进行了变更，同时明胶空心胶囊质量标准中性状描述发生变更，供应商和登记号保持不变。
3. 在原保存时限研究的基础上，增加湿颗粒的保存时限研究。
4. 苹果酸舒尼替尼原料药内控标准中含量测定系统适用性增加“舒尼替尼色谱峰的RSD值应不大于2.0%。”。",2025-06-05,国家药品监督管理局药品审评中心,已备案
Y国备2025000585,中文：制霉菌素;英文/拉丁文：Nystatin,Y20170001686,中文名称：Centrient Pharmaceuticals Netherlands B. V.;英文名称：Centrient Pharmaceuticals Netherlands B. V.,"Alexander Fleminglaan 1, The Netherlands-2613 AX Delft",中文名称：Olon S. p. A.;英文名称：Olon S. p. A.,"Strada Statale Appia 46/48, Caserta, I-81043, Capua, Italy.",灿盛贸易（北京）有限公司,北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）,注册代理机构的地址发生了变更，由“北京市顺义区竺园四街1号1幢东辅楼3层306室（天竺综合保税区）”变更为“北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）”。,2025-03-28,国家药品监督管理局药品审评中心,已备案
Y国备2025000454,中文：阿莫西林;英文/拉丁文：Amoxicillin,Y20210000295,中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District SBS Nagar(Nawanshahr),Punjab-144533",中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District SBS Nagar(Nawanshahr),Punjab-144533",灿盛贸易（北京）有限公司,北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）,注册代理机构的地址发生了变更，由“北京市顺义区竺园四街1号1幢东辅楼3层306室（天竺综合保税区）”变更为“北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）”。,2025-03-14,国家药品监督管理局药品审评中心,已备案
Y国备2025000456,中文：瑞舒伐他汀钙;英文/拉丁文：Rosuvastatin Calcium,Y20210000015,中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District S.B.S Nagar (Nawanshahar), Punjab, India",中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District S.B.S Nagar (Nawanshahar), Punjab, India",灿盛贸易（北京）有限公司,北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）,注册代理机构的地址发生了变更，由“北京市顺义区竺园四街1号1幢东辅楼3层306室（天竺综合保税区）”变更为“北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）”。,2025-03-14,国家药品监督管理局药品审评中心,已备案
Y国备2025000475,中文：氟伐他汀钠;英文/拉丁文：Fluvastatin Sodium,Y20180001125,中文名称：无;英文名称：Teva API India Private Limited,"Plot No. A-2, A-2/1, A-2/2, UPSIDC Industrial Area, Bijnor Road, Gajraula, Distt. Amroha (U.P.), India",中文名称：无;英文名称：Teva API India Private Limited,"Plot No. A-2, A-2/1, A-2/2, UPSIDC Industrial Area, Bijnor Road, Gajraula, Distt. Amroha (U.P.), India",北京世桥生物制药有限公司,北京市顺义区北石槽镇中北工业区内,根据提交的氟伐他汀钠原料药工艺验证报告中的实际工艺参数，对申报资料3.2.S.2.2节工艺描述中“阶段1：FDE-t-Bu粗品的制备”的部分工艺参数和“氟伐他汀钠进行再处理-二次干燥”的温度进行勘误，同步修订本品生产工艺信息表相关内容。,2025-03-19,国家药品监督管理局药品审评中心,经审查，此次备案内容涉及缩合和还原（还原步骤为最后一步化学转化步骤）步骤中工艺参数的变更，属于重大变更，请持有人后续按照补充申请申报。取消本次备案事项。
Y国备2025000455,中文：阿托伐他汀钙;英文/拉丁文：Atorvastatin calcium,Y20170001914,中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District SBS Nagar (Nawanshahr), Punjab 144533, India",中文名称：Centrient Pharmaceuticals India Private Limited;英文名称：Centrient Pharmaceuticals India Private Limited,"Bhai Mohan Singh Nagar, Toansa, District SBS Nagar (Nawanshahr), Punjab 144533, India",灿盛贸易（北京）有限公司,北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）,注册代理机构的地址发生了变更，由“北京市顺义区竺园四街1号1幢东辅楼3层306室（天竺综合保税区）”变更为“北京市顺义区竺园四街1号2幢3层303室（天竺综合保税区）”。,2025-03-14,国家药品监督管理局药品审评中心,已备案
国备2025000757,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20160022,中文名称：绿十字株式会社;英文名称：GC Biopharma Corp.,"586, Gwahaksaneop 2-ro, Ochang-eup, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",中文名称：绿十字株式会社;英文名称：GC Biopharma Corp.,"586, Gwahaksaneop 2-ro, Ochang-eup, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",安徽格林克医药销售有限公司,安徽省淮南市经济技术开发区建设南路,依据“国家药监局关于修订人血白蛋白注射剂说明书的公告（2025年第5号）”，在说明书【不良反应】项下增加公告要求的内容。,2025-04-12,国家药品监督管理局药品审评中心,已备案
国备2025000449,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20130030,中文名称：————;英文名称：Octapharma Pharmazeutika Produktionsges.m.b.H,"Oberlaaerstraße 235, 1100 Wien, Austria",中文名称：————;英文名称：Octapharma Pharmazeutika Produktionsges.m.b.H,"Oberlaaerstraße 235, 1100 Wien, Austria",四川兴科蓉药业有限责任公司,中国（四川）自由贸易试验区成都市高新区天府大道北段1700号3栋2单元18层1805-1809号,"1.根据注册代理机构《营业执照》，规范其注册地址为“中国（四川）自由贸易试验区成都市高新区天府大道北段1700号3栋2单元18层1805-1809号”，实际地址无变化。 2.根据国家药监局关于修订人血白蛋白注射剂说明书的公告（2025年第5号），在说明书【不良反应】项下增加公告要求的内容。 3.根据国家药监局关于发布《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在说明书中列出下述信息：
【境内责任人】 
名称：广东南方医药对外贸易有限公司 
地址：广东省广州市越秀区东风东路555号粤海集团大厦1101-1105室 
电话：020-83858488",2025-03-13,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000447,中文：水飞蓟素胶囊;英文/拉丁文：Silymarin Capsules,国药准字HJ20181067,中文名称：/;英文名称：MEDA PHARMA GMBH & CO.KG,"Benzstr.1, 61352 Bad Homburg, Germany",中文名称：/;英文名称：MADAUS GMBH,"51101 Cologne, Germany",晖致医药有限公司,上海市静安区新闸路669号10层（实际楼层第9层）1-2单元及5-9单元,本品注册代理机构“晖致医药有限公司”的地址变更，由“上海市静安区新闸路669号46层（名义楼层）”变更为“上海市静安区新闸路669号10层（实际楼层第9层）1-2单元及5-9单元”，主体未变更。,2025-03-13,国家药品监督管理局药品审评中心,已备案
国备2025000450,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20130031,中文名称：————;英文名称：Octapharma Pharmazeutika Produktionsges.m.b.H,"Oberlaaerstraße 235, 1100 Wien, Austria",中文名称：————;英文名称：Octapharma Pharmazeutika Produktionsges.m.b.H,"Oberlaaerstraße 235, 1100 Wien, Austria",四川兴科蓉药业有限责任公司,中国（四川）自由贸易试验区成都市高新区天府大道北段1700号3栋2单元18层1805-1809号,"1.根据注册代理机构《营业执照》，规范其注册地址为“中国（四川）自由贸易试验区成都市高新区天府大道北段1700号3栋2单元18层1805-1809号”，实际地址无变化。 2.根据国家药监局关于修订人血白蛋白注射剂说明书的公告（2025年第5号），在说明书【不良反应】项下增加公告要求的内容。 3.根据国家药监局关于发布《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在说明书中列出下述信息：
【境内责任人】 
名称：广东南方医药对外贸易有限公司 
地址：广东省广州市越秀区东风东路555号粤海集团大厦1101-1105室 
电话：020-83858488",2025-03-13,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000378,中文：缬沙坦氨氯地平片(Ⅰ);英文/拉丁文：Valsartan and Amlodipine Tablets(I),国药准字HJ20150310,中文名称：无;英文名称：Novartis Pharma Schweiz AG,"6343 Risch, Switzerland",中文名称：无;英文名称：Novartis Farma S.p.A,"Via Provinciale Schito 131, 80058 Torre Annunziata, Italy",北京诺华制药有限公司,北京市昌平区永安路31号,"本品制剂生产厂变更于2025年2月21日获得批准，由当前“Siegfried Barbera S.L.，Ronda de Santa Maria, 158 08210 Barbera del Valles, Spain”变更为 “Novartis Farma S.p.A, Via Provinciale Schito 131, 80058 Torre Annunziata, Italy”，药品批准文号保持不变，仍为：国药准字HJ20150310。由此备案申请本品进口大包装规格（133000片/桶），用于北京诺华制药有限公司（地址：北京市昌平区永安路31号）进行本品的进口分包装。",2025-03-06,国家药品监督管理局药品审评中心,已备案
国备2025000612,中文：氯沙坦钾氢氯噻嗪片;英文/拉丁文：Losartan Potassium and HydrochlorothiazideTablets,国药准字HJ20181182,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss， The Netherlands.",中文名称：不适用;英文名称：Organon Pharma(UK) Limited,"Shotton Lane, Cramlington, Northumberland NE23 3JU, United Kingdom",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4楼）,依照近期发布的《美国药典》的更新，并与《中国药典》2020年版中的氯沙坦钾原料药的各论保持一致，申请变更氯沙坦钾原料药企业内部质量标准中的部分检验项目和检验方法。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000610,中文：氯沙坦钾氢氯噻嗪片;英文/拉丁文：Losartan Potassium and HydrochlorothiazideTablets,国药准字HJ20171073,中文名称：不适用;英文名称：N.V.Organon,"Kloosterstraat 6, 5349 AB Oss，The Netherlands.",中文名称：不适用;英文名称：Organon Pharma(UK) Limited,"Shotton Lane, Cramlington, Northumberland NE23 3JU, United Kingdom",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,依照近期发布的《美国药典》的更新，并与《中国药典》2020年版中的氯沙坦钾原料药的各论保持一致，申请变更氯沙坦钾原料药企业内部质量标准中的部分检验项目和检验方法。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025001470,中文：头孢克洛干混悬剂;英文/拉丁文：Cefaclor Suspension,国药准字HJ20150070,中文名称：————;英文名称：Sun Pharmaceutical Industries Ltd.,"Industrial Area No. 3 A.B. Road, Dewas 455 001 (MP), INDIA",中文名称：————;英文名称：Sun Pharmaceutical Industries Ltd.,"Industrial Area No. 3 A.B. Road, Dewas 455 001 (MP), INDIA",盛发药业（上海）有限公司,上海市徐汇区中山西路1800号4D室,"一、删除说明书中的【境内联系人】。
二、在说明书中增加【境内责任人】。",2025-06-19,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000611,中文：氯沙坦钾氢氯噻嗪片;英文/拉丁文：Losartan Potassium and HydrochlorothiazideTablets,国药准字HJ20181181,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss， The Netherlands.",中文名称：不适用;英文名称：Organon Pharma (UK) Limited,"Shotton Lane, Cramlington, Northumberland NE23 3JU, United Kingdom",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4楼）,依照近期发布的《美国药典》的更新，并与《中国药典》2020年版中的氯沙坦钾原料药的各论保持一致，申请变更氯沙坦钾原料药企业内部质量标准中的部分检验项目和检验方法。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000609,中文：氯沙坦钾氢氯噻嗪片;英文/拉丁文：Losartan Potassium and HydrochlorothiazideTablets,国药准字HJ20171067,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss，The Netherlands.",中文名称：不适用;英文名称：Organon Pharma(UK) Limited,"Shotton Lane, Cramlington, Northumberland NE23 3JU, United Kingdom",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,依照近期发布的《美国药典》的更新，并与《中国药典》2020年版中的氯沙坦钾原料药的各论保持一致，申请变更氯沙坦钾原料药企业内部质量标准中的部分检验项目和检验方法。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000513,中文：来特莫韦注射液;英文/拉丁文：Letermovir Injection,国药准字HJ20220047,中文名称：------;英文名称：Merck Sharp & Dohme B.V.,"Waarderweg 39, 2031 BN Haarlem, The Netherlands",中文名称：------;英文名称：MSD International GmbH T/A MSD Ireland (Carlow),"Dublin Road, Carlow, Co. Carlow, Ireland",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,我司申请删除已批准来特莫韦注射液药品注册标准（标准号：JX20220051）附件中杂质喹唑啉哌嗪（RRT 1.16）的相关信息，包括杂质名称、结构式、分子式、分子量和化学名称，该更新属于信息更正，不涉及药品注册标准的实质性变更，对注册标准和产品质量控制无影响。且本次申请不涉及其他变更。,2025-03-20,国家药品监督管理局药品审评中心,经审查，此次备案为对药品注册证书及其附件中的错误进行更正，不属于上市后备案类变更的范畴，请按照勘误流程办理。
国备2025001828,中文：盐酸替那帕诺片;英文/拉丁文：Tenapanor Hydrochloride Tablets,国药准字HJ20250020,"中文名称：Ardelyx, Inc;英文名称：Ardelyx, Inc",400 Fifth Avenue Suite 210，Waltham，MA 02451 United States of America,中文名称：Patheon Pharmaceuticals Inc.;英文名称：Patheon Pharmaceuticals Inc.,"2110 E Galbraith Rd, Cincinnati, OH 45237 United States of America",上海复星医药产业发展有限公司,浦东新区康桥镇康士路25号350室（康桥）,"1. 说明书、包装、标签中的上市许可持有人、生产企业、包装厂地址信息更新为与注册证书载明的信息一致；
2. 说明书新增境内责任人信息。",2025-07-25,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000382,中文：瑞舒伐他汀钙片;英文/拉丁文：Rosuvastatin Calcium Tablets,国药准字HJ20160611,中文名称：/;英文名称：AstraZeneca UK Limited,"1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom","中文名称：/;英文名称：IPR Pharmaceuticals, INCORPORATED","CARR 188 Lote 17, San Isidro Industrial Park, PO Box 1624, Canovanas, PR00729, Puerto Rico",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,"1.根据本品参考国最新药品批准证明文件，申请更新本品上市许可持有人 AstraZeneca UK Limited 的地址，由“600 Capability Green, Luton, LU1 3LU, United Kingdom”变更为“1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom”。此变更仅为上市许可持有人注册地址变更，本品上市许可持有人未发生任何变更。同时申请更新本品说明书和标签相应内容；2.根据国家药监局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号）要求，在本品说明书中增加【境内责任人】相关信息，并将本品说明书中原“【境内联系人】”更新为“【境内联系人】和【境内责任人】”；3.按照本品已批准的药学研究资料并参考美国药典的描述，更新本品说明书中【成份】项下分子量信息为1001.14，本次变更仅为说明书文本信息更新，无任何实质变更。",2025-03-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000381,中文：瑞舒伐他汀钙片;英文/拉丁文：Rosuvastatin Calcium Tablets,国药准字HJ20160545,中文名称：/;英文名称：AstraZeneca UK Limited,"1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom","中文名称：/;英文名称：IPR Pharmaceuticals, INCORPORATED","CARR 188 Lote 17, San Isidro Industrial Park, PO Box 1624, Canovanas, PR00729, Puerto Rico",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,"1.根据本品参考国最新药品批准证明文件，申请更新本品上市许可持有人 AstraZeneca UK Limited 的地址，由“600 Capability Green, Luton, LU1 3LU, United Kingdom”变更为“1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom”。此变更仅为上市许可持有人注册地址变更，本品上市许可持有人未发生任何变更。同时申请更新本品说明书和标签相应内容；2.根据国家药监局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号）要求，在本品说明书中增加【境内责任人】相关信息，并将本品说明书中原“【境内联系人】”更新为“【境内联系人】和【境内责任人】”；3.按照本品已批准的药学研究资料并参考美国药典的描述，更新本品说明书中【成份】项下分子量信息为1001.14，本次变更仅为说明书文本信息更新，无任何实质变更。",2025-03-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000529,中文：盐酸非索非那定片;英文/拉丁文：Fexofenadine Hydrochloride Tablets,国药准字HJ20170077,中文名称：————;英文名称：Sun Pharmaceutical Industries Ltd.,"Industrial Area No.3, A.B. Road, Dewas-455001, M.P., India",中文名称：————;英文名称：Sun Pharmaceutical Industries Ltd.,"Industrial Area No.3, A.B. Road, Dewas-455001, M.P., India",盛发药业（上海）有限公司,上海市徐汇区中山西路1800号4D室,在本品的说明书中增加【境内责任人】。,2025-03-21,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000521,中文：利伐沙班片;英文/拉丁文：Rivaroxaban Tablets,国药准字HJ20181086,中文名称：/;英文名称：Bayer AG,"51368 Leverkusen, Germany",中文名称：/;英文名称：Bayer AG,"Kaiser-Wilhelm-Allee, 51368 Leverkusen, Germany",拜耳医药保健有限公司,北京市北京经济技术开发区荣京东街7号,根据已获国家药品监督管理局批准的按照欧洲药典各论<3021>更新利伐沙班片的药品注册标准，对本品进口分包装药品的说明书和标签中【性状】、【贮藏】、【执行标准】项进行相应的修订并备案。,2025-03-21,国家药品监督管理局药品审评中心,已备案
国备2025000474,中文：奥替溴铵片;英文/拉丁文：Otilonium Bromide Tablets,国药准字HJ20140903,中文名称：/;英文名称：A. Menarini Industrie Farmaceutiche Riunite S.r.l,"Via Sette Santi 3, 50131 Firenze",中文名称：/;英文名称：Berlin-Chemie AG,"Tempelhofer Weg 83, D-12347 Berlin",美纳里尼（中国）投资有限公司,武汉东湖新技术开发区高新大道666号B13栋5层,"报国家局药品监管部门备案事项-6.已上市化学药品药学变更相关技术指导原则中属于中等变更的事项-6.6变更注册标准：主要变化为：a) 对于企业内控标准和中国注册标准中的“总未知杂质项”和“总杂质项”采取了更严格的限度，并删除“总已知杂质项”。
报国家局药品监管部门备案事项-6.已上市化学药品药学变更相关技术指导原则中属于中等变更的事项-6.10其他：主要变化为：a) 修订内控标准“性状项”的描述语言，以更好地真实描述片子的形状。但此描述未涉及注册标准内容，所以注册标准中的性状
项没有变化。b) 内控标准中“溶出度”，“干燥失重”和“含量/杂质检测”分析方法的微小修订。c）内控标准中针对含量和杂质的分析方法，增加备用的系统适用性试验溶液，但方法本身没有变化。d）删除之前申报文件中内控标准的“紫外分光光度法含量测定方法”因为它是针对中间体散装粉末的过程控制方法，所以不应放到申报文件中。e）内控标准中增加微生物检测方法的方法学描述。",2025-03-18,国家药品监督管理局药品审评中心,经审查，根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品备案内容属重大变更，且持有人未提供详细的对比研究资料，请以补充申请形式递交。取消本次备案。
国备2025000380,中文：瑞舒伐他汀钙片;英文/拉丁文：Rosuvastatin Calcium Tablets,国药准字HJ20160546,中文名称：/;英文名称：AstraZeneca UK Limited,"1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom","中文名称：/;英文名称：IPR Pharmaceuticals, INCORPORATED","CARR 188 Lote 17, San Isidro Industrial Park, PO Box 1624, Canovanas, PR00729, Puerto Rico",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,"1.根据本品参考国最新药品批准证明文件，申请更新本品上市许可持有人 AstraZeneca UK Limited 的地址，由“600 Capability Green, Luton, LU1 3LU, United Kingdom”变更为“1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge, CB2 0AA, United Kingdom”。此变更仅为上市许可持有人注册地址变更，本品上市许可持有人未发生任何变更。同时申请更新本品说明书和标签相应内容；2.根据国家药监局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号）要求，在本品说明书中增加【境内责任人】相关信息，并将本品说明书中原“【境内联系人】”更新为“【境内联系人】和【境内责任人】”；3.按照本品已批准的药学研究资料并参考美国药典的描述，更新本品说明书中【成份】项下分子量信息为1001.14，本次变更仅为说明书文本信息更新，无任何实质变更。",2025-03-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
Y国备2025000551,中文：阿立哌唑;英文/拉丁文：Aripiprazole,Y20170000502,中文名称：Jubilant Pharmova Limited;英文名称：Jubilant Pharmova Limited,"NO. 18, 56, 57 & 58, KIADB INDUSTRIAL AREA, NANJANGUD 571302, MYSURU, KARNATAKA, INDIA",中文名称：Jubilant Pharmova Limited;英文名称：Jubilant Pharmova Limited,"NO. 18, 56, 57 & 58, KIADB INDUSTRIAL AREA, NANJANGUD 571302, MYSURU, KARNATAKA, INDIA",广州安信医药有限公司,广州市黄埔区科学城揽月路80号科技创新基地D区第6层610-612单元、614-616单元,"将本品原料药申请人地址和生产企业地址的描述由“Plot No. 18, 56-58, KIADB Industrial area, Nanjangud-571302, Mysore (district), Karnataka State, 印度”变更为“NO. 18, 56, 57 & 58, KIADB INDUSTRIAL AREA, NANJANGUD 571302, MYSURU, KARNATAKA, INDIA”，实际地址保持不变。",2025-03-26,国家药品监督管理局药品审评中心,已备案
